X,Y,TrafficID,IntersectionID,lat,lon,intersection,TOOLTIP,NLA_URL
-13169126.0548131,4026431.62105354,1469,663,33.98234,-118.30026,GAGE AVE at NORMANDIE AVE,Location: GAGE AVE at NORMANDIE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1469
-13168878.9254975,4026431.62109092,1470,664,33.98234,-118.29804,GAGE AVE at RAYMOND AVE,Location: GAGE AVE at RAYMOND AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1470
-13170093.4213114,4026368.52466226,1471,666,33.98187,-118.30895,GAGE AVE AT WESTERN AVE,Location: GAGE AVE AT WESTERN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1471
-13170156.036236,4026367.63062914,1472,667,33.98186334,-118.30951248,GAGE AVE AT MANHATTAN PL,Location: GAGE AVE AT MANHATTAN PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1472
-13170375.0596976,4026367.18219729,1473,669,33.98186,-118.31148,GAGE AVE at ST ANDREWS PL,Location: GAGE AVE at ST ANDREWS PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1473
-13171587.3290617,4026361.81225349,1474,674,33.98182,-118.32237,64TH ST at HYDE PARK BLVD,Location: 64TH ST at HYDE PARK BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1474
-13172206.2655456,4026203.40201451,1475,695,33.98064,-118.32793,10TH AVE at HYDE PARK BLVD,Location: 10TH AVE at HYDE PARK BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1475
-13172696.0714571,4026198.03222833,1476,706,33.9806,-118.33233,HYDE PARK BLVD at VICTORIA AVE,Location: HYDE PARK BLVD at VICTORIA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1476
-13171068.8239981,4026118.57299012,1477,739,33.9800081,-118.31771219,VAN NESS AVE AT 65TH PL,Location: VAN NESS AVE AT 65TH PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1477
-13168394.6855194,4025393.93369321,1478,802,33.97461,-118.29369,FLORENCE AVE AT KANSAS AVE,Location: FLORENCE AVE AT KANSAS AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1478
-13168882.2649715,4025391.24892825,1479,804,33.97459,-118.29807,FLORENCE AVE at RAYMOND AVE,Location: FLORENCE AVE at RAYMOND AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1479
-13171941.3251045,4025387.22156763,1480,813,33.97456,-118.32555,FLORENCE AVE at MADDEN AVE,Location: FLORENCE AVE at MADDEN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1480
-13170340.5505686,4025388.56405228,1481,832,33.97457,-118.31117,FLORENCE AVE at ST ANDREWS PL,Location: FLORENCE AVE at ST ANDREWS PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1481
-13170098.5896968,4024528.67631426,1482,918,33.96816394,-118.30899643,WESTERN AVE AT 78TH PL,Location: WESTERN AVE AT 78TH PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1482
-13170099.0372172,4024411.39352164,1483,920,33.96729016,-118.30900045,WESTERN AVE at 79TH ST,Location: WESTERN AVE at 79TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1483
-13171242.2386627,4027587.55201088,1484,961,33.99095,-118.31927,2ND AVE at 57TH ST,Location: 2ND AVE at 57TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1484
-13171726.4785399,4027583.52410808,1485,966,33.99092,-118.32362,57TH ST at 6TH AVE,Location: 57TH ST at 6TH AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1485
-13170374.6611905,4026570.94000745,1486,997,33.98337777,-118.31147642,ST ANDREWS PL at 62ND ST,Location: ST ANDREWS PL at 62ND ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1486
-13170592.1326928,4026569.8969194,1487,999,33.98337,-118.31343,62ND ST at GRAMERCY PL,Location: 62ND ST at GRAMERCY PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1487
-13170592.1326358,4026365.83972456,1488,1009,33.98185,-118.31343,GAGE AVE AT GRAMERCY PL,Location: GAGE AVE AT GRAMERCY PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1488
-13171067.4670173,4026364.49722627,1489,1010,33.98184,-118.3177,GAGE AVE at VAN NESS AVE,Location: GAGE AVE at VAN NESS AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1489
-13173014.4452425,4026195.34733077,1490,1016,33.98058,-118.33519,HYDE PARK BLVD at WEST BLVD,Location: HYDE PARK BLVD at WEST BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1490
-13169129.3942874,4025389.90655013,1491,1061,33.97458,-118.30029,FLORENCE AVE at NORMANDIE AVE,Location: FLORENCE AVE at NORMANDIE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1491
-13170095.6476384,4025387.22170138,1492,1065,33.97456,-118.30897,FLORENCE AVE AT WESTERN AVE,Location: FLORENCE AVE AT WESTERN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1492
-13173016.6849367,4025378.98348696,1493,1067,33.97449863,-118.33521012,WEST BLVD at FLORENCE AVE,Location: WEST BLVD at FLORENCE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1493
-13171071.919717,4025389.9064253,1494,1069,33.97458,-118.31774,FLORENCE AVE at VAN NESS AVE,Location: FLORENCE AVE at VAN NESS AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1494
-13171557.2726936,4024928.14580875,1495,1116,33.97114,-118.3221,5TH AVE at 76TH ST,Location: 5TH AVE at 76TH ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1495
-13162542.6190441,4027971.54632806,1496,1131,33.99381,-118.24112,54TH ST at HOLMES AVE,Location: 54TH ST at HOLMES AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1496
-13167167.9447063,4027779.54758357,1497,1160,33.99238,-118.28267,55TH ST at FIGUEROA ST,Location: 55TH ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1497
-13167167.9446256,4027657.36837481,1498,1172,33.99147,-118.28267,56TH ST at FIGUEROA ST,Location: 56TH ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1498
-13163764.9072925,4027610.37696405,1499,1180,33.99112,-118.2521,57TH ST at HOOPER AVE,Location: 57TH ST at HOOPER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1499
-13167167.9446887,4027536.53305397,1500,1190,33.99057,-118.28267,57TH ST at FIGUEROA ST,Location: 57TH ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1500
-13167166.8314869,4027344.54195948,1501,1217,33.98914,-118.28266,FIGUEROA ST at SLAUSON AVE,Location: FIGUEROA ST at SLAUSON AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1501
-13165707.4325229,4025407.35735933,1502,1322,33.97471,-118.26955,FLORENCE AVE at SAN PEDRO ST,Location: FLORENCE AVE at SAN PEDRO ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1502
-13166195.0120252,4025404.67260532,1503,1323,33.97469,-118.27393,FLORENCE AVE at MAIN ST,Location: FLORENCE AVE at MAIN ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1503
-13167016.5499473,4025141.57386403,1504,1347,33.97273,-118.28131,74TH ST at FLOWER ST,Location: 74TH ST at FLOWER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1504
-13167166.8314009,4026435.6485295,1505,1422,33.98237,-118.28266,FIGUEROA ST at GAGE AVE,Location: FIGUEROA ST at GAGE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1505
-13166994.2861239,4026435.6486148,1506,1423,33.98237,-118.28111,FLOWER ST at GAGE AVE,Location: FLOWER ST at GAGE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1506
-13166881.85342,4026436.99111169,1507,1428,33.98238,-118.2801,GAGE AVE at GRAND AVE,Location: GAGE AVE at GRAND AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1507
-13167012.0972563,4025400.64544936,1508,1446,33.97466,-118.28127,FLORENCE AVE at FLOWER ST,Location: FLORENCE AVE at FLOWER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1508
-13167167.9444542,4025400.64552004,1509,1447,33.97466,-118.28267,FLORENCE AVE at FIGUEROA ST,Location: FLORENCE AVE at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1509
-13165704.5805067,4024612.20801476,1510,1461,33.96878626,-118.26952438,78TH ST at SAN PEDRO ST,Location: 78TH ST at SAN PEDRO ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1510
-13167170.1708896,4024881.16573442,1511,1515,33.97079,-118.28269,76TH ST at FIGUEROA ST,Location: 76TH ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1511
-13167170.1708467,4024338.89156218,1512,1540,33.96675,-118.28269,80TH ST at FIGUEROA ST,Location: 80TH ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1512
-13166680.4618633,4024491.11371106,1513,1542,33.96788409,-118.27829087,79TH ST at BROADWAY,Location: 79TH ST at BROADWAY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1513
-13167170.1708467,4024489.22242073,1514,1543,33.96787,-118.28269,79TH ST at FIGUEROA ST,Location: 79TH ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1514
-13168148.2966531,4027339.53004447,1515,1553,33.98910267,-118.29147665,SLAUSON AVE at VERMONT AVE,Location: SLAUSON AVE at VERMONT AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1515
-13167659.0705383,4025264.11933533,1516,1576,33.97364293,-118.28708186,HOOVER ST at 73RD ST,Location: HOOVER ST at 73RD ST\nData not available yet,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1516
-13167659.9767311,4024874.45415358,1517,1579,33.97074,-118.28709,76TH ST at HOOVER ST,Location: 76TH ST at HOOVER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1517
-13167661.0899028,4024482.511217,1518,1582,33.96782,-118.2871,79TH ST at HOOVER ST,Location: 79TH ST at HOOVER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1518
-13167659.9769026,4027341.85675958,1519,1588,33.98912,-118.28709,HOOVER ST at SLAUSON AVE,Location: HOOVER ST at SLAUSON AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1519
-13168148.6695095,4026414.16889304,1520,1594,33.98221,-118.29148,GAGE AVE at VERMONT AVE,Location: GAGE AVE at VERMONT AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1520
-13167657.7503715,4025877.19169783,1521,1597,33.97821,-118.28707,68TH ST at HOOVER ST,Location: 68TH ST at HOOVER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1521
-13167652.1845282,4026859.87928173,1522,1644,33.98553,-118.28702,60TH ST at HOOVER ST,Location: 60TH ST at HOOVER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1522
-13167655.5239967,4026367.18245277,1523,1651,33.98186,-118.28705,63RD PL at HOOVER ST,Location: 63RD PL at HOOVER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1523
-13168428.0812259,4023435.60596094,1524,1684,33.96002,-118.29399,KANSAS AVE at MANCHESTER AVE,Location: KANSAS AVE at MANCHESTER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1524
-13169125.838594,4023434.6637819,1525,1687,33.96001298,-118.30025806,NORMANDIE AVE AT MANCHESTER AVE,Location: NORMANDIE AVE AT MANCHESTER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1525
-13170099.0783724,4023427.88598115,1526,1695,33.95996248,-118.30900082,WESTERN AVE AT MANCHESTER AVE,Location: WESTERN AVE AT MANCHESTER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1526
-13170585.4532006,4022255.93927406,1527,1759,33.95123,-118.31337,94TH ST at GRAMERCY PL,Location: 94TH ST at GRAMERCY PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1527
-13170099.7728104,4021481.14046371,1528,1813,33.94545628,-118.30900706,WESTERN AVE AT CENTURY BLVD,Location: WESTERN AVE AT CENTURY BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1528
-13165701.1250811,4023309.98660724,1529,1925,33.95908402,-118.26949334,SAN PEDRO ST at 87TH ST,Location: SAN PEDRO ST at 87TH ST\nData not available yet,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1529
-13162753.0125321,4022531.05025106,1530,1986,33.95328,-118.24301,92ND ST at GRAHAM AVE,Location: 92ND ST at GRAHAM AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1530
-13162694.0131095,4021179.71783325,1531,2121,33.94321,-118.24248,103RD ST at GRAHAM AVE,Location: 103RD ST at GRAHAM AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1531
-13162863.218713,4020460.50374739,1532,2192,33.93785,-118.244,108TH ST at GRANDEE AVE,Location: 108TH ST at GRANDEE AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1532
-13167171.283929,4023443.65880388,1533,2268,33.96008,-118.2827,FIGUEROA ST at MANCHESTER AVE,Location: FIGUEROA ST at MANCHESTER AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1533
-13167170.1706745,4022463.9492069,1534,2318,33.95278,-118.28269,92ND ST at FIGUEROA ST,Location: 92ND ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1534
-13162055.039131,4021168.98303637,1535,2395,33.94313,-118.23674,103RD ST at GRAPE ST,Location: 103RD ST at GRAPE ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1535
-13167160.1518925,4020739.59604042,1536,2442,33.93993,-118.2826,106TH ST at FIGUEROA ST,Location: 106TH ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1536
-13167159.0386018,4020161.29154216,1537,2476,33.93562,-118.28259,110TH ST at FIGUEROA ST,Location: 110TH ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1537
-13162700.6922599,4019933.19844512,1538,2504,33.93392,-118.24254,111TH PL at GRAHAM AVE,Location: 111TH PL at GRAHAM AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1538
-13168158.4826812,4015637.54504766,1539,2593,33.9018978,-118.29156816,VERMONT AVE AT ROSECRANS AVE,Location: VERMONT AVE AT ROSECRANS AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1539
-13167645.5048134,4018562.04964583,1540,2654,33.9237,-118.28696,120TH ST at HOOVER ST,Location: 120TH ST at HOOVER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1540
-13167176.8494684,4015636.49896828,1541,2675,33.90189,-118.28275,FIGUEROA ST AT ROSECRANS AVE,Location: FIGUEROA ST AT ROSECRANS AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1541
-13167645.5048198,4019050.38493106,1542,2681,33.92734,-118.28696,117TH ST at HOOVER ST,Location: 117TH ST at HOOVER ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1542
-13167157.9253113,4018564.7327437,1543,2696,33.92372,-118.28258,120TH ST at FIGUEROA ST,Location: 120TH ST at FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1543
-13168166.6189948,4014373.48130603,1544,2720,33.89247247,-118.29164125,REDONDO BEACH BLVD AT VERMONT AVE,Location: REDONDO BEACH BLVD AT VERMONT AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1544
-13168134.2538527,4013400.96926989,1545,2725,33.88522035,-118.29135051,ALONDRA BLVD AT VERMONT AVE,Location: ALONDRA BLVD AT VERMONT AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1545
-13167207.9431193,4014406.98378353,1546,2746,33.89272229,-118.28302932,FIGUEROA ST AT REDONDO BEACH BLVD,Location: FIGUEROA ST AT REDONDO BEACH BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1546
-13167174.4926638,4013433.87087143,1547,2758,33.88546571,-118.28272883,ALONDRA BLVD AT FIGUEROA ST,Location: ALONDRA BLVD AT FIGUEROA ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1547
-13169806.2155379,4005260.24875622,1548,2950,33.82449,-118.30637,223RD ST at HARVARD BLVD,Location: 223RD ST at HARVARD BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1548
-13169382.0885779,4010771.62801347,1549,2996,33.86561,-118.30256,182ND ST at EVELYN AVE,Location: 182ND ST at EVELYN AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1549
-13169088.2044757,4000764.11248199,1550,3094,33.79093,-118.29992,257TH ST at FRAMPTON AVE,Location: 257TH ST at FRAMPTON AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1550
-13169944.2514224,3999993.94424089,1551,3129,33.78518,-118.30761,262ND ST at GOVERNOR AVE,Location: 262ND ST at GOVERNOR AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1551
-13165316.6994763,4001344.11709841,1552,3167,33.79526,-118.26604,FRIES AVE at Q ST,Location: FRIES AVE at Q ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1552
-13166326.3673886,4001090.94752008,1553,3203,33.79337,-118.27511,DOLORES ST at WILMINGTON BLVD,Location: DOLORES ST at WILMINGTON BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1553
-13165298.8883882,4001064.15756762,1554,3209,33.79317,-118.26588,FRIES AVE at SANDISON ST,Location: FRIES AVE at SANDISON ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1554
-13166990.944863,4000701.15776865,1555,3281,33.79046,-118.28108,FIGUEROA ST at PACIFIC COAST HWY,Location: FIGUEROA ST at PACIFIC COAST HWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1555
-13166631.3828096,4000102.43452519,1556,3348,33.78599,-118.27785,FRIGATE AVE at L ST,Location: FRIGATE AVE at L ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1556
-13162680.6722902,4000063.68768138,1557,3350,33.78570071,-118.24236017,HENRY FORD AVE AT DENNI ST,Location: HENRY FORD AVE AT DENNI ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1557
-13167053.283716,4000105.11333193,1558,3483,33.78601,-118.28164,FIGUEROA PL at L ST,Location: FIGUEROA PL at L ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1558
-13166822.852274,3999290.79242798,1559,3497,33.77993,-118.27957,FIGUEROA ST at I ST,Location: FIGUEROA ST at I ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1559
-13166970.9072361,3999162.22070196,1560,3500,33.77897,-118.2809,ANAHEIM ST at FIGUEROA PL,Location: ANAHEIM ST at FIGUEROA PL,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1560
-13164033.1854303,3999158.20308105,1561,3501,33.77894,-118.25451,EUBANK AVE at G ST,Location: EUBANK AVE at G ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1561
-13164757.875363,3999112.66758649,1562,3507,33.7786,-118.26102,BROAD AVE at G ST,Location: BROAD AVE at G ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1562
-13166193.8971069,3998823.38770035,1563,3559,33.77644,-118.27392,F ST at WILMINGTON BLVD,Location: F ST at WILMINGTON BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1563
-13166628.0431013,3998793.92433502,1564,3565,33.77622,-118.27782,F ST at MAR VISTA AVE,Location: F ST at MAR VISTA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1564
-13167140.1129917,4001172.65768363,1565,3638,33.79398,-118.28242,FIGUEROA ST at Q ST,Location: FIGUEROA ST at Q ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1565
-13165279.963986,4000776.16803991,1566,3646,33.79102,-118.26571,FRIES AVE at PACIFIC COAST HWY,Location: FRIES AVE at PACIFIC COAST HWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1566
-13165420.2266445,4000768.13120596,1567,3647,33.79096,-118.26697,ISLAND AVE at PACIFIC COAST HWY,Location: ISLAND AVE at PACIFIC COAST HWY,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1567
-13182734.6861773,4051429.99375367,1568,24812,34.16834669,-118.42250838,FULTON AVE at CHANDLER BLVD,Location: FULTON AVE at CHANDLER BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1568
-13180265.7997271,4051208.44576724,1569,24827,34.1667,-118.40033,HERMITAGE AVE at WEDDINGTON ST,Location: HERMITAGE AVE at WEDDINGTON ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1569
-13179839.5073084,4051431.3608889,1570,24835,34.16835685,-118.39650055,LAUREL CANYON BLVD at CHANDLER BLVD,Location: LAUREL CANYON BLVD at CHANDLER BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1570
-13182734.4446008,4050961.93026105,1571,24845,34.1648677,-118.42250621,FULTON AVE at MAGNOLIA BLVD,Location: FULTON AVE at MAGNOLIA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1571
-13181762.9502545,4050962.13209343,1572,24849,34.1648692,-118.41377913,MAGNOLIA BLVD at COLDWATER CANYON AVE,Location: MAGNOLIA BLVD at COLDWATER CANYON AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1572
-13179839.4459964,4050962.23988902,1573,24852,34.16487,-118.3965,LAUREL CANYON BLVD at MAGNOLIA BLVD,Location: LAUREL CANYON BLVD at MAGNOLIA BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1573
-13183098.8811953,4050713.34837989,1574,24860,34.16302,-118.42578,GREENBUSH AVE at OTSEGO ST,Location: GREENBUSH AVE at OTSEGO ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1574
-13183462.8959823,4050604.37610693,1575,24863,34.16221,-118.42905,HESBY ST at VENTURA CANYON AVE,Location: HESBY ST at VENTURA CANYON AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1575
-13180812.9150566,4051424.20853545,1576,24881,34.16830369,-118.40524482,WHITSETT AVE at CHANDLER BLVD,Location: WHITSETT AVE at CHANDLER BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1576
-13176924.4690899,4053897.97930389,1577,24928,34.18668819,-118.37031432,VICTORY BLVD at VINELAND AVE,Location: VICTORY BLVD at VINELAND AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1577
-13175747.8197427,4053654.70805531,1578,24932,34.18488043,-118.3597443,CLYBOURN AVE at VICTORY BLVD,Location: CLYBOURN AVE at VICTORY BLVD\nData not available yet,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1578
-13177896.4310042,4053897.08439307,1579,24939,34.18668154,-118.3790456,VICTORY BLVD at TUJUNGA AVE,Location: VICTORY BLVD at TUJUNGA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1579
-13178868.7400478,4053895.53128672,1580,24942,34.18667,-118.38778,COLFAX AVE at LANKERSHIM BLVD,Location: COLFAX AVE at LANKERSHIM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1580
-13176923.9882461,4053409.73683291,1581,24956,34.18306,-118.37031,ERWIN ST at VINELAND AVE,Location: ERWIN ST at VINELAND AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1581
-13176923.1443552,4052920.33514705,1582,24984,34.17942304,-118.37030242,VINELAND AVE at OXNARD ST,Location: VINELAND AVE at OXNARD ST,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1582
-13177895.1439954,4052919.51833658,1583,24990,34.17941697,-118.37903404,OXNARD ST at TUJUNGA AVE,Location: OXNARD ST at TUJUNGA AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1583
-13178868.0664772,4052918.41356759,1584,25014,34.17940876,-118.38777395,OXNARD ST at COLFAX AVE,Location: OXNARD ST at COLFAX AVE,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1584
-13178198.5965084,4052552.58185718,1585,25018,34.17669,-118.38176,EMELITA ST at LANKERSHIM BLVD,Location: EMELITA ST at LANKERSHIM BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1585
-13177893.7891638,4051942.5652777,1586,25057,34.17215633,-118.37902187,TUJUNGA AVE AT BURBANK BLVD,Location: TUJUNGA AVE AT BURBANK BLVD,http://navigatela.lacity.org/navigatela/reports/dot_traffic_data_report.cfm?trafficid=1586
